Division,Gender,Sport,Year,UNITID,Champion,INSTNM,Champion_NORM,INSTNM_NORM,type_of_match
D3,Men,Indoor Track & Field,2023,240329,Wisconsin-La Crosse,University of Wisconsin-La Crosse,wisconsin la crosse,university of wisconsin la crosse,fuzzy
D3,Men,Indoor Track & Field,2018,204185,Mount Union,University of Mount Union,mount union,university of mount union,fuzzy
D3,Men,Indoor Track & Field,2016,240268,Wisconsin-Eau Claire,University of Wisconsin-Eau Claire,wisconsin eau claire,university of wisconsin eau claire,fuzzy
D3,Men,Indoor Track & Field,2015,240268,Wisconsin-Eau Claire,University of Wisconsin-Eau Claire,wisconsin eau claire,university of wisconsin eau claire,fuzzy
D3,Men,Indoor Track & Field,2014,240329,Wisconsin-La Crosse,University of Wisconsin-La Crosse,wisconsin la crosse,university of wisconsin la crosse,fuzzy
D3,Men,Indoor Track & Field,2013,240329,Wisconsin-La Crosse,University of Wisconsin-La Crosse,wisconsin la crosse,university of wisconsin la crosse,fuzzy
D3,Men,Indoor Track & Field,2008,240329,Wisconsin-La Crosse,University of Wisconsin-La Crosse,wisconsin la crosse,university of wisconsin la crosse,fuzzy
D3,Men,Indoor Track & Field,2006,240329,Wisconsin-La Crosse,University of Wisconsin-La Crosse,wisconsin la crosse,university of wisconsin la crosse,fuzzy
D3,Men,Indoor Track & Field,2005,240329,Wisconsin-La Crosse,University of Wisconsin-La Crosse,wisconsin la crosse,university of wisconsin la crosse,fuzzy
D3,Men,Indoor Track & Field,2004,240329,Wisconsin-La Crosse,University of Wisconsin-La Crosse,wisconsin la crosse,university of wisconsin la crosse,fuzzy
