Division,Gender,Sport,Year,UNITID,Champion,INSTNM,Champion_NORM,INSTNM_NORM,type_of_match
D2,Men,Swimming & Diving,2023,151263,UIndy,University of Indianapolis,uindy,university of indianapolis,alias
D2,Men,Swimming & Diving,2014,177214,Drury,Drury University,drury,drury university,fuzzy
D2,Men,Swimming & Diving,2013,177214,Drury,Drury University,drury,drury university,fuzzy
D2,Men,Swimming & Diving,2012,177214,Drury,Drury University,drury,drury university,fuzzy
D2,Men,Swimming & Diving,2011,177214,Drury,Drury University,drury,drury university,fuzzy
D2,Men,Swimming & Diving,2010,177214,Drury,Drury University,drury,drury university,fuzzy
D2,Men,Swimming & Diving,2009,177214,Drury,Drury University,drury,drury university,fuzzy
D2,Men,Swimming & Diving,2008,177214,Drury,Drury University,drury,drury university,fuzzy
D2,Men,Swimming & Diving,2007,177214,Drury,Drury University,drury,drury university,fuzzy
D2,Men,Swimming & Diving,2006,177214,Drury,Drury University,drury,drury university,fuzzy
D2,Men,Swimming & Diving,2005,177214,Drury,Drury University,drury,drury university,fuzzy
