Division,Gender,Sport,Year,UNITID,Champion,INSTNM,Champion_NORM,INSTNM_NORM,type_of_match
D2,Men,Outdoor Track & Field,2023,155681,Pittsburg State,Pittsburg State University,pittsburg state,pittsburg state university,fuzzy
D2,Men,Outdoor Track & Field,2022,155681,Pittsburg State,Pittsburg State University,pittsburg state,pittsburg state university,fuzzy
D2,Men,Outdoor Track & Field,2021,170082,Grand Valley State,Grand Valley State University,grand valley state,grand valley state university,fuzzy
D2,Men,Outdoor Track & Field,2019,201104,Ashland,Ashland University,ashland,ashland university,fuzzy
D2,Men,Outdoor Track & Field,2018,228705,Texas A&M-Kingsville,Texas A&M University-Kingsville,texas am kingsville,texas am university kingsville,alias
D2,Men,Outdoor Track & Field,2012,126182,Adams State,Adams State University,adams state,adams state university,fuzzy
D2,Men,Outdoor Track & Field,2011,222178,Abilene Christian,Abilene Christian University,abilene christian,abilene christian university,fuzzy
D2,Men,Outdoor Track & Field,2008,222178,Abilene Christian,Abilene Christian University,abilene christian,abilene christian university,fuzzy
D2,Men,Outdoor Track & Field,2007,222178,Abilene Christian,Abilene Christian University,abilene christian,abilene christian university,fuzzy
D2,Men,Outdoor Track & Field,2006,222178,Abilene Christian,Abilene Christian University,abilene christian,abilene christian university,fuzzy
D2,Men,Outdoor Track & Field,2005,222178,Abilene Christian,Abilene Christian University,abilene christian,abilene christian university,fuzzy
D2,Men,Outdoor Track & Field,2004,222178,Abilene Christian,Abilene Christian University,abilene christian,abilene christian university,fuzzy
