Division,Gender,Sport,Year,UNITID,Champion,INSTNM,Champion_NORM,INSTNM_NORM,type_of_match
D2,Men,Indoor Track & Field,2023,155681,Pittsburg State,Pittsburg State University,pittsburg state,pittsburg state university,fuzzy
D2,Men,Indoor Track & Field,2022,170082,Grand Valley State,Grand Valley State University,grand valley state,grand valley state university,fuzzy
D2,Men,Indoor Track & Field,2021,201104,Ashland,Ashland University,ashland,ashland university,fuzzy
D2,Men,Indoor Track & Field,2019,201104,Ashland,Ashland University,ashland,ashland university,fuzzy
D2,Men,Indoor Track & Field,2018,155681,Pittsburg State,Pittsburg State University,pittsburg state,pittsburg state university,fuzzy
D2,Men,Indoor Track & Field,2017,206048,Tiffin,Tiffin University,tiffin,tiffin university,fuzzy
D2,Men,Indoor Track & Field,2016,206048,Tiffin,Tiffin University,tiffin,tiffin university,fuzzy
D2,Men,Indoor Track & Field,2015,126182,Adams State,Adams State University,adams state,adams state university,fuzzy
D2,Men,Indoor Track & Field,2012,104717,Grand Canyon,Grand Canyon University,grand canyon,grand canyon university,fuzzy
D2,Men,Indoor Track & Field,2011,222178,Abilene Christian,Abilene Christian University,abilene christian,abilene christian university,fuzzy
D2,Men,Indoor Track & Field,2010,126182,Adams State,Adams State University,adams state,adams state university,fuzzy
D2,Men,Indoor Track & Field,2005,222178,Abilene Christian,Abilene Christian University,abilene christian,abilene christian university,fuzzy
D2,Men,Indoor Track & Field,2004,222178,Abilene Christian,Abilene Christian University,abilene christian,abilene christian university,fuzzy
